ID_Cliente;N01_Zona;N02_País;N03_Tipodeproducto;N04_Canaldeventa;N05_Prioridad;N06_Fechapedido;ID_Pedido;N07_Fechaenvío;N08_Unidades;N09_PrecioUnitario;N10_Costeunitario;N11_Importeventatotal;N12_ImporteCostetotal
C7272;Centroamérica y Caribe;Haiti;Bebida;Online;Baja;23/05/2020;727281463;11/07/2020;7601;47;32;360667;241636
C5719;África;Yemen;Cárnicos;Online;Media;11/02/2022;571983277;14/02/2022;1417;422;365;597818;516766
C6469;Europa;Russia;Cuidado personal;Offline;Baja;13/01/2020;646917331;13/02/2020;6069;82;57;496019;343930
C2880;África;Tunisia ;Alimento infantil;Offline;Media;18/01/2021;288069951;03/02/2021;5155;255;159;1315968;821810
C7017;Asia;India;Verduras;Online;Media;14/06/2022;701739966;16/07/2022;9305;154;91;1433528;846104
C9145;Asia;Taiwan;Cereales;Online;Alta;09/12/2021;914538705;26/12/2021;1181;206;117;242932;138307
C9233;África;Morocco;Snacks;Offline;Alta;23/11/2021;923389995;09/01/2022;474;153;97;72323;46187
C3455;África;Zimbabwe;Bebida;Online;Media;01/04/2022;345530164;09/04/2022;8909;47;32;422732;283217
C6685;África;Lebanon;Ropa;Online;Baja;25/11/2021;668508040;25/12/2021;5240;109;36;572627;187802
C3001;Australia y Oceanía;Federated States of Micronesia;Material de oficina;Offline;Alta;27/02/2020;300184953;29/02/2020;253;651;525;164756;132815
C4187;Europa;Macedonia;Frutas;Online;Baja;03/01/2021;418734729;06/01/2021;1766;9;7;16477;12221
C9226;África;Ghana;Cosméticos;Online;Media;11/04/2020;922643697;07/05/2020;9628;437;263;4209362;2535341
C8807;Norteamérica;Greenland;Material de oficina;Offline;Alta;30/04/2021;880710685;19/06/2021;718;651;525;467569;376921
C7820;África;Bahrain;Doméstico;Online;Baja;20/03/2022;782047021;06/04/2022;3947;668;503;2637662;1983525
C2860;Europa;Serbia;Alimento infantil;Offline;Crítica;29/10/2022;286076533;10/11/2022;5258;255;159;1342262;838230
C4725;África;Lebanon;Alimento infantil;Offline;Alta;01/08/2020;472535550;29/08/2020;2625;255;159;670110;418478
C6914;Europa;Monaco;Cárnicos;Online;Alta;19/06/2020;691472899;07/08/2020;1052;422;365;443828;383654
C8132;África;Iran;Alimento infantil;Online;Alta;18/02/2022;813249909;10/03/2022;7575;255;159;1933746;1207607
C7785;África;Mauritius ;Frutas;Online;Media;12/05/2021;778540408;09/06/2021;6263;9;7;58434;43340
C1483;Centroamérica y Caribe;Saint Kitts and Nevis ;Cárnicos;Online;Crítica;17/01/2020;148330724;07/02/2020;3212;422;365;1355111;1171384
C3539;Europa;Bulgaria;Frutas;Online;Baja;27/11/2021;353919684;01/01/2022;1554;9;7;14499;10754
C6469;Europa;Italy;Ropa;Offline;Media;01/07/2022;646918618;19/07/2022;6450;109;36;704856;231168
C3492;África;Namibia;Verduras;Offline;Baja;23/01/2022;349251353;03/02/2022;91;154;91;14019;8275
C2031;Europa;San Marino;Bebida;Online;Media;31/03/2021;203154218;13/04/2021;6702;47;32;318010;213057
C1211;Centroamérica y Caribe;The Bahamas;Bebida;Offline;Baja;08/07/2022;121176040;23/07/2022;7538;47;32;357678;239633
C5361;África;Lebanon;Alimento infantil;Online;Baja;07/03/2020;536178147;27/03/2020;5884;255;159;1502068;938027
C1513;Australia y Oceanía;Australia;Verduras;Online;Alta;21/10/2021;151334369;07/11/2021;2058;154;91;317055;187134
C8901;Asia;Tajikistan;Cuidado personal;Online;Baja;23/01/2021;890131032;05/02/2021;8408;82;57;687186;476481
C2463;Centroamérica y Caribe;El Salvador;Doméstico;Online;Alta;14/01/2022;246366965;05/03/2022;4315;668;503;2883585;2168460
C7341;Asia;Indonesia;Cereales;Online;Baja;21/08/2020;734153497;22/09/2020;1189;206;117;244577;139244
C4379;Europa;Sweden;Cuidado personal;Offline;Media;27/04/2020;437914454;02/05/2020;7473;82;57;610768;423495
C6623;Australia y Oceanía;Tonga;Doméstico;Offline;Alta;01/02/2022;662386167;01/03/2022;3641;668;503;2433171;1829748
C9826;África;Mozambique;Ropa;Online;Media;12/03/2020;982617461;25/04/2020;7198;109;36;786597;257976
C5939;Europa;Andorra;Cosméticos;Online;Crítica;25/09/2020;593969666;08/10/2020;7678;437;263;3356822;2021848
C5621;Australia y Oceanía;Solomon Islands;Verduras;Online;Alta;13/03/2020;562116611;16/04/2020;1651;154;91;254353;150125
C6730;Europa;Romania;Verduras;Offline;Media;11/03/2021;673044621;26/03/2021;7715;154;91;1188573;701525
C7830;Centroamérica y Caribe;Saint Vincent and the Grenadines;Material de oficina;Offline;Alta;10/06/2022;783052527;17/06/2022;1499;651;525;976164;786915
C3687;Europa;France;Cárnicos;Offline;Baja;17/03/2020;368751657;07/04/2020;664;422;365;280135;242154
C7770;África;The Gambia;Doméstico;Offline;Baja;04/03/2021;777065837;12/03/2021;9904;668;503;6618546;4977156
C2752;Australia y Oceanía;Samoa ;Snacks;Offline;Baja;19/12/2020;275231397;21/01/2021;5941;153;97;906478;578891
C8007;Europa;Serbia;Ropa;Offline;Media;15/10/2022;800797164;01/12/2022;2531;109;36;276588;90711
C3116;Centroamérica y Caribe;Saint Vincent and the Grenadines;Cosméticos;Online;Alta;25/08/2021;311624467;08/09/2021;5460;437;263;2387112;1437782
C4358;África;Syria;Bebida;Offline;Baja;11/02/2020;435887134;21/03/2020;7544;47;32;357963;239824
C6220;Australia y Oceanía;Australia;Verduras;Offline;Alta;22/02/2021;622071492;03/04/2021;3633;154;91;559700;330349
C3889;África;Cote d'Ivoire;Cosméticos;Offline;Media;20/12/2020;388976371;09/01/2021;5607;437;263;2451380;1476491
C6757;Centroamérica y Caribe;Dominican Republic;Cuidado personal;Online;Crítica;05/12/2021;675713098;23/01/2022;7376;82;57;602840;417998
C6917;África;Rwanda;Frutas;Online;Media;21/06/2022;691705501;24/07/2022;9884;9;7;92218;68397
C1666;África;Chad;Cosméticos;Online;Media;17/06/2021;166689908;29/07/2021;6103;437;263;2668232;1607103
C7007;África;Kenya;Doméstico;Offline;Alta;09/06/2022;700715148;14/07/2022;6039;668;503;4035683;3034839
C8141;Centroamérica y Caribe;Belize;Bebida;Online;Media;11/10/2020;814142549;14/11/2020;1727;47;32;81946;54901
C8976;Australia y Oceanía;Palau;Snacks;Offline;Crítica;06/04/2022;897645938;23/05/2022;2236;153;97;341169;217876
C9622;África;Equatorial Guinea;Material de oficina;Offline;Alta;21/08/2021;962211644;09/10/2021;8663;651;525;5641432;4547728
C1891;Asia;Kyrgyzstan;Doméstico;Offline;Baja;14/03/2021;189138495;14/03/2021;9139;668;503;6107320;4592713
C9800;Asia;Bangladesh;Frutas;Online;Baja;15/10/2020;980037820;10/11/2020;3824;9;7;35678;26462
C4068;Asia;Bhutan;Alimento infantil;Online;Alta;28/01/2022;406833446;09/03/2022;9912;255;159;2530335;1580171
C5617;Europa;Macedonia;Cárnicos;Offline;Baja;01/06/2021;561761701;18/06/2021;6626;422;365;2795443;2416436
C9073;Australia y Oceanía;Samoa ;Verduras;Offline;Crítica;18/09/2022;907371413;11/10/2022;220;154;91;33893;20005
C5265;Europa;Austria;Bebida;Online;Media;11/09/2021;526523911;16/10/2021;8981;47;32;426148;285506
C3723;Europa;Italy;Bebida;Online;Alta;24/08/2021;372393023;12/09/2021;8226;47;32;390324;261505
C1184;África;Bahrain;Material de oficina;Offline;Media;11/07/2020;118465077;16/07/2020;5304;651;525;3454018;2784388
C4085;Australia y Oceanía;Australia;Snacks;Offline;Crítica;26/12/2020;408538901;05/01/2021;4594;153;97;700953;447639
C6067;África;Nigeria;Cosméticos;Online;Baja;15/05/2020;606725823;31/05/2020;2509;437;263;1096935;660695
C1474;Europa;Spain;Ropa;Offline;Crítica;13/09/2020;147449672;26/10/2020;2489;109;36;271998;89206
C7854;Europa;Hungary;Cárnicos;Online;Media;22/07/2021;785446774;11/08/2021;10;422;365;4219;3647
C7457;Europa;Bosnia and Herzegovina;Verduras;Offline;Baja;22/06/2021;745765960;14/07/2021;7575;154;91;1167005;688795
C5737;Asia;South Korea;Cosméticos;Online;Crítica;05/04/2022;573768556;05/05/2022;9721;437;263;4250021;2559831
C8851;África;The Gambia;Snacks;Offline;Baja;02/11/2021;885128390;20/11/2021;8015;153;97;1222929;780982
C1158;Europa;Norway;Bebida;Online;Baja;19/05/2021;115831792;09/06/2021;6056;47;32;287357;192520
C3721;Norteamérica;Mexico;Frutas;Offline;Media;16/01/2021;372177588;30/01/2021;4474;9;7;41742;30960
C6807;Europa;France;Cosméticos;Offline;Baja;20/05/2021;680777108;22/06/2021;5930;437;263;2592596;1561547
C1385;Centroamérica y Caribe;Belize;Frutas;Offline;Alta;03/12/2021;138554179;06/12/2021;115;9;7;1073;796
C1627;África;Malawi;Bebida;Online;Alta;04/08/2022;162745130;19/08/2022;8755;47;32;415425;278321
C4408;Asia;India;Cuidado personal;Offline;Crítica;17/04/2022;440898787;01/06/2022;604;82;57;49365;34229
C2808;Asia;Tajikistan;Frutas;Online;Media;29/04/2020;280876481;31/05/2020;6447;9;7;60151;44613
C8608;Europa;Finland;Verduras;Online;Baja;09/09/2020;860852038;15/09/2020;4103;154;91;632108;373086
C2793;África;Rwanda;Ropa;Offline;Crítica;22/01/2022;279311788;01/02/2022;3420;109;36;373738;122573
